First Name,Last Name,Email,Phone Number,Job Title,Company Name,LinkedIn URL
Lena,Lambert,,,,"Northwind Trading",https://linkedin.com/in/lena-lambert-618
Sven,Adeyemi,,+1 555 0108,Head of Sales,"Blue Harbor Labs",https://linkedin.com/in/sven-adeyemi-619
Elif,Marchetti,,,,"Merrow Analytics",
Elif,Lindqvist,elif.lindqvist@vertex.example,+1 555 0163,Director of Demand Gen,"Vertex Retail",
Elsa,Vance,elsa.vance@vertex.example,+1 555 0198,Partnerships Manager,"Vertex Retail",
Mateo,Moreau,mateo.moreau@acme.example,,Partnerships Manager,"Acme, Inc",
Leila,Osei,,+1 555 0100,SDR,"Vertex Retail",
Rania,Marchetti,rania.marchetti@acme.example,,Partnerships Manager,"Acme, Inc",https://linkedin.com/in/rania-marchetti-625
Mateo,Osei,mateo.osei@halcyon.example,,,"Halcyon Freight",
Diego,Osei,diego.osei@vertex.example,,Head of Sales,"Vertex Retail",https://linkedin.com/in/diego-osei-627
Amara,Nowak,,+1 555 0109,Founder,"Blue Harbor Labs",https://linkedin.com/in/amara-nowak-628
Leila,Bianchi,leila.bianchi@merrow.example,+1 555 0122,RevOps Manager,"Merrow Analytics",https://linkedin.com/in/leila-bianchi-630
Freya,Adeyemi,freya.adeyemi@blue.example,+1 555 0174,Customer Success Lead,"Blue Harbor Labs",
Maya,Lambert,maya.lambert@acme.example,+1 555 0123,Partnerships Manager,"Acme, Inc",
Ruben,Adeyemi,,+1 555 0159,,"Halcyon Freight",https://linkedin.com/in/ruben-adeyemi-634
Bruno,Bianchi,bruno.bianchi@blue.example,,,"Blue Harbor Labs",
Viktor,Okafor,viktor.okafor@pine.example,,VP Marketing,"Pine & Rowe",
Noah,Bianchi,noah.bianchi@merrow.example,,Account Executive,"Merrow Analytics",https://linkedin.com/in/noah-bianchi-637
Anya,Rossi,anya.rossi@pine.example,,,"Pine & Rowe",
Felix,Silva,felix.silva@acme.example,,Customer Success Lead,"Acme, Inc",
Kwame,Vance,,,,"Vertex Retail",https://linkedin.com/in/kwame-vance-640
Leila,Feld,leila.feld@blue.example,+1 555 0113,Founder,"Blue Harbor Labs",https://linkedin.com/in/leila-feld-641
Clara,Osei,clara.osei@blue.example,,SDR,"Blue Harbor Labs",
Ruben,Bennett,,,Head of Sales,"Halcyon Freight",https://linkedin.com/in/ruben-bennett-643
Hugo,Sandoval,hugo.sandoval@pine.example,,Director of Demand Gen,"Pine & Rowe",
Bruno,Rossi,bruno.rossi@pine.example,,RevOps Manager,"Pine & Rowe",https://linkedin.com/in/bruno-rossi-645
Sven,Castellano,sven.castellano@acme.example,,VP Marketing,"Acme, Inc",
Freya,Kovac,freya.kovac@acme.example,,Account Executive,"Acme, Inc",https://linkedin.com/in/freya-kovac-647
Sven,Lindqvist,,,,"Merrow Analytics",https://linkedin.com/in/sven-lindqvist-648
Rania,Kovac,rania.kovac@merrow.example,,Head of Sales,"Merrow Analytics",
Iris,Bianchi,iris.bianchi@ridgeline.example,+1 555 0191,,"Ridgeline Software",https://linkedin.com/in/iris-bianchi-650
Priya,Osei,,,,"Merrow Analytics",
Mia,Bennett,mia.bennett@cobalt.example,+1 555 0149,Founder,"Cobalt Health",
Anya,Tanaka,anya.tanaka@cobalt.example,,Head of Sales,"Cobalt Health",
Kwame,Nowak,kwame.nowak@northwind.example,,,"Northwind Trading",
Jamal,Bianchi,,+1 555 0157,VP Marketing,"Ridgeline Software",https://linkedin.com/in/jamal-bianchi-656
Sven,Osei,sven.osei@vertex.example,,,"Vertex Retail",https://linkedin.com/in/sven-osei-657
Nina,Ellis,nina.ellis@fairbank.example,,Customer Success Lead,"Fairbank Group",
Clara,Bennett,,+1 555 0189,RevOps Manager,"Halcyon Freight",
Viktor,Lindqvist,viktor.lindqvist@northwind.example,,Partnerships Manager,"Northwind Trading",
Theo,Haddad,theo.haddad@vertex.example,,Customer Success Lead,"Vertex Retail",https://linkedin.com/in/theo-haddad-661
Theo,Ellis,,,Account Executive,"Acme, Inc",
Sven,Silva,sven.silva@blue.example,+1 555 0107,Founder,"Blue Harbor Labs",https://linkedin.com/in/sven-silva-663
Idris,Sandoval,,,Founder,"Halcyon Freight",https://linkedin.com/in/idris-sandoval-664
Freya,Lambert,freya.lambert@acme.example,,,"Acme, Inc",https://linkedin.com/in/freya-lambert-665
Theo,Okafor,,+1 555 0146,RevOps Manager,"Fairbank Group",https://linkedin.com/in/theo-okafor-666
Maya,Osei,maya.osei@acme.example,,,"Acme, Inc",
Maya,Kovac,maya.kovac@vertex.example,,SDR,"Vertex Retail",https://linkedin.com/in/maya-kovac-668
Maya,Lambert,maya.lambert@vertex.example,,,"Vertex Retail",https://linkedin.com/in/maya-lambert-670
Priya,Sandoval,priya.sandoval@acme.example,,Director of Demand Gen,"Acme, Inc",
Ava,Marchetti,ava.marchetti@ridgeline.example,,Director of Demand Gen,"Ridgeline Software",https://linkedin.com/in/ava-marchetti-672
Diego,Marchetti,diego.marchetti@halcyon.example,,,"Halcyon Freight",https://linkedin.com/in/diego-marchetti-673
Jamal,Sandoval,jamal.sandoval@merrow.example,,,"Merrow Analytics",https://linkedin.com/in/jamal-sandoval-674
Clara,Duarte,clara.duarte@cobalt.example,+1 555 0136,SDR,"Cobalt Health",https://linkedin.com/in/clara-duarte-675
Lena,Ibrahim,lena.ibrahim@acme.example,+1 555 0103,,"Acme, Inc",https://linkedin.com/in/lena-ibrahim-676
Marc,Bianchi,marc.bianchi@northwind.example,,,"Northwind Trading",https://linkedin.com/in/marc-bianchi-677
Jamal,Sorensen,jamal.sorensen@merrow.example,,Partnerships Manager,"Merrow Analytics",
Lena,Novak,,,Founder,"Merrow Analytics",
Idris,Feld,idris.feld@pine.example,,Customer Success Lead,"Pine & Rowe",https://linkedin.com/in/idris-feld-680
Bruno,Sorensen,bruno.sorensen@cobalt.example,,,"Cobalt Health",https://linkedin.com/in/bruno-sorensen-681
Lena,Silva,lena.silva@acme.example,+1 555 0197,Partnerships Manager,"Acme, Inc",
Ruben,Haddad,ruben.haddad@northwind.example,,,"Northwind Trading",
Idris,Rossi,idris.rossi@ridgeline.example,,RevOps Manager,"Ridgeline Software",
Liam,Bianchi,,+1 555 0143,,"Cobalt Health",https://linkedin.com/in/liam-bianchi-685
Ethan,Lambert,ethan.lambert@acme.example,,Partnerships Manager,"Acme, Inc",
Freya,Whitfield,freya.whitfield@acme.example,+1 555 0181,Account Executive,"Acme, Inc",https://linkedin.com/in/freya-whitfield-687
Mateo,Lindqvist,mateo.lindqvist@ridgeline.example,,Head of Sales,"Ridgeline Software",
Omar,Moreau,,+1 555 0128,,"Acme, Inc",
Marc,Bergman,marc.bergman@blue.example,,SDR,"Blue Harbor Labs",
Amara,Castellano,,,,"Acme, Inc",https://linkedin.com/in/amara-castellano-691
Clara,Duarte,clara.duarte@ridgeline.example,,RevOps Manager,"Ridgeline Software",
Felix,Tanaka,felix.tanaka@merrow.example,,Customer Success Lead,"Merrow Analytics",https://linkedin.com/in/felix-tanaka-693
Liam,Ellis,liam.ellis@fairbank.example,,,"Fairbank Group",https://linkedin.com/in/liam-ellis-694
Elif,Kovac,elif.kovac@ridgeline.example,,,"Ridgeline Software",https://linkedin.com/in/elif-kovac-696
Amara,Silva,amara.silva@merrow.example,,Head of Sales,"Merrow Analytics",https://linkedin.com/in/amara-silva-697
Jonas,Sorensen,jonas.sorensen@northwind.example,,,"Northwind Trading",https://linkedin.com/in/jonas-sorensen-698
Marc,Ibrahim,marc.ibrahim@cobalt.example,,Founder,"Cobalt Health",
Elif,Bergman,elif.bergman@vertex.example,,,"Vertex Retail",
Hugo,Feld,hugo.feld@blue.example,,Customer Success Lead,"Blue Harbor Labs",
Ruben,Silva,ruben.silva@cobalt.example,+1 555 0161,,"Cobalt Health",
Amara,Haddad,amara.haddad@vertex.example,,,"Vertex Retail",https://linkedin.com/in/amara-haddad-703
Omar,Vance,omar.vance@blue.example,,,"Blue Harbor Labs",
Omar,Rossi,omar.rossi@northwind.example,,Partnerships Manager,"Northwind Trading",https://linkedin.com/in/omar-rossi-706
Ruben,Kovac,ruben.kovac@halcyon.example,,Partnerships Manager,"Halcyon Freight",
Ruben,Tanaka,ruben.tanaka@cobalt.example,,VP Marketing,"Cobalt Health",https://linkedin.com/in/ruben-tanaka-708
Sven,Bennett,,,Director of Demand Gen,"Pine & Rowe",
Maya,Haddad,maya.haddad@acme.example,,Account Executive,"Acme, Inc",
Rania,Feld,rania.feld@ridgeline.example,+1 555 0160,RevOps Manager,"Ridgeline Software",https://linkedin.com/in/rania-feld-711
Mia,Novak,mia.novak@ridgeline.example,+1 555 0128,Account Executive,"Ridgeline Software",https://linkedin.com/in/mia-novak-712
Zoe,Okafor,,,Partnerships Manager,"Cobalt Health",
Hugo,Ibrahim,hugo.ibrahim@blue.example,,Founder,"Blue Harbor Labs",https://linkedin.com/in/hugo-ibrahim-715
Diego,Rossi,diego.rossi@acme.example,,SDR,"Acme, Inc",
Liam,Lindqvist,liam.lindqvist@ridgeline.example,+1 555 0115,Head of Sales,"Ridgeline Software",https://linkedin.com/in/liam-lindqvist-717
Ruben,Lindqvist,ruben.lindqvist@merrow.example,,Partnerships Manager,"Merrow Analytics",https://linkedin.com/in/ruben-lindqvist-718
Tomas,Kaur,tomas.kaur@halcyon.example,,Account Executive,"Halcyon Freight",
Viktor,Okafor,viktor.okafor@vertex.example,,,"Vertex Retail",
Mateo,Haddad,mateo.haddad@acme.example,,,"Acme, Inc",https://linkedin.com/in/mateo-haddad-721
Talia,Silva,,,Account Executive,"Fairbank Group",
Ruben,Duarte,ruben.duarte@fairbank.example,+1 555 0119,Account Executive,"Fairbank Group",
Marc,Lindqvist,marc.lindqvist@merrow.example,,Head of Sales,"Merrow Analytics",
Talia,Kaur,talia.kaur@acme.example,,,"Acme, Inc",https://linkedin.com/in/talia-kaur-725
Omar,Sorensen,,,,"Ridgeline Software",
Clara,Tanaka,clara.tanaka@merrow.example,+1 555 0151,,"Merrow Analytics",
Marc,Novak,,,Director of Demand Gen,"Pine & Rowe",https://linkedin.com/in/marc-novak-728
Clara,Sorensen,clara.sorensen@vertex.example,,,"Vertex Retail",
Priya,Lindqvist,,,,"Halcyon Freight",
Leila,Reyes,,,,"Ridgeline Software",
Hugo,Adeyemi,,,,"Northwind Trading",
Theo,Castellano,,,,"Acme, Inc",
Ava,Haddad,ava.haddad@pine.example,,Customer Success Lead,"Pine & Rowe",
Theo,Sorensen,,,,"Pine & Rowe",
Lena,Kovac,lena.kovac@pine.example,,VP Marketing,"Pine & Rowe",
Sven,Feld,sven.feld@blue.example,+1 555 0130,,"Blue Harbor Labs",
Ethan,Okafor,ethan.okafor@vertex.example,+1 555 0187,Head of Sales,"Vertex Retail",https://linkedin.com/in/ethan-okafor-739
Kwame,Haddad,kwame.haddad@merrow.example,,Head of Sales,"Merrow Analytics",
Jonas,Silva,jonas.silva@pine.example,+1 555 0151,Customer Success Lead,"Pine & Rowe",https://linkedin.com/in/jonas-silva-741
Amara,Kaur,amara.kaur@northwind.example,+1 555 0137,Customer Success Lead,"Northwind Trading",
Mateo,Sorensen,mateo.sorensen@blue.example,+1 555 0143,Customer Success Lead,"Blue Harbor Labs",
Priya,Kovac,,+1 555 0169,SDR,"Merrow Analytics",https://linkedin.com/in/priya-kovac-744
Leila,Ellis,leila.ellis@halcyon.example,,SDR,"Halcyon Freight",
Ruben,Ibrahim,ruben.ibrahim@vertex.example,,Founder,"Vertex Retail",
Priya,Kovac,priya.kovac@pine.example,+1 555 0111,,"Pine & Rowe",
Maya,Marchetti,maya.marchetti@pine.example,+1 555 0124,,"Pine & Rowe",
Sven,Kovac,sven.kovac@fairbank.example,+1 555 0141,RevOps Manager,"Fairbank Group",https://linkedin.com/in/sven-kovac-751
Liam,Ellis,liam.ellis@acme.example,,,"Acme, Inc",https://linkedin.com/in/liam-ellis-752
Mia,Nowak,mia.nowak@vertex.example,+1 555 0181,,"Vertex Retail",https://linkedin.com/in/mia-nowak-753
Clara,Okafor,clara.okafor@acme.example,,Partnerships Manager,"Acme, Inc",
Priya,Sandoval,,,SDR,"Fairbank Group",https://linkedin.com/in/priya-sandoval-755
Ethan,Osei,ethan.osei@cobalt.example,+1 555 0135,SDR,"Cobalt Health",https://linkedin.com/in/ethan-osei-756
Jonas,Vance,jonas.vance@fairbank.example,,,"Fairbank Group",
Viktor,Bianchi,viktor.bianchi@northwind.example,+1 555 0134,Partnerships Manager,"Northwind Trading",https://linkedin.com/in/viktor-bianchi-758
Elif,Moreau,,,Founder,"Acme, Inc",https://linkedin.com/in/elif-moreau-759
Diego,Sorensen,,,SDR,"Ridgeline Software",https://linkedin.com/in/diego-sorensen-760
Tomas,Ferreira,tomas.ferreira@acme.example,,SDR,"Acme, Inc",https://linkedin.com/in/tomas-ferreira-761
Bruno,Moreau,bruno.moreau@blue.example,+1 555 0159,Account Executive,"Blue Harbor Labs",https://linkedin.com/in/bruno-moreau-763
Jonas,Lambert,jonas.lambert@pine.example,,,"Pine & Rowe",
Bruno,Bergman,bruno.bergman@cobalt.example,+1 555 0189,,"Cobalt Health",
Ruben,Bergman,ruben.bergman@cobalt.example,,,"Cobalt Health",https://linkedin.com/in/ruben-bergman-767
Ethan,Ellis,ethan.ellis@acme.example,,VP Marketing,"Acme, Inc",https://linkedin.com/in/ethan-ellis-768
Marc,Whitfield,,+1 555 0104,Director of Demand Gen,"Merrow Analytics",
Leila,Lambert,,,,"Halcyon Freight",
Elif,Bianchi,elif.bianchi@blue.example,,,"Blue Harbor Labs",https://linkedin.com/in/elif-bianchi-771
Clara,Bianchi,clara.bianchi@ridgeline.example,+1 555 0140,,"Ridgeline Software",
Tomas,Ferreira,tomas.ferreira@northwind.example,+1 555 0183,Customer Success Lead,"Northwind Trading",https://linkedin.com/in/tomas-ferreira-773
Clara,Reyes,,,Founder,"Northwind Trading",
Nora,Whitfield,nora.whitfield@vertex.example,+1 555 0100,RevOps Manager,"Vertex Retail",
Iris,Bennett,iris.bennett@acme.example,,,"Acme, Inc",https://linkedin.com/in/iris-bennett-776
Mia,Sandoval,mia.sandoval@acme.example,+1 555 0170,Customer Success Lead,"Acme, Inc",https://linkedin.com/in/mia-sandoval-777
Elsa,Tanaka,elsa.tanaka@halcyon.example,+1 555 0166,RevOps Manager,"Halcyon Freight",https://linkedin.com/in/elsa-tanaka-778
Tomas,Silva,tomas.silva@northwind.example,+1 555 0131,,"Northwind Trading",https://linkedin.com/in/tomas-silva-779
Leila,Silva,leila.silva@blue.example,,Director of Demand Gen,"Blue Harbor Labs",https://linkedin.com/in/leila-silva-780
Marc,Ellis,,,RevOps Manager,"Northwind Trading",
Nora,Ibrahim,nora.ibrahim@vertex.example,,Head of Sales,"Vertex Retail",https://linkedin.com/in/nora-ibrahim-782
Liam,Bennett,liam.bennett@cobalt.example,+1 555 0141,Customer Success Lead,"Cobalt Health",https://linkedin.com/in/liam-bennett-783
Kian,Castellano,kian.castellano@halcyon.example,+1 555 0104,RevOps Manager,"Halcyon Freight",
Nina,Bennett,,,RevOps Manager,"Pine & Rowe",https://linkedin.com/in/nina-bennett-785
Jonas,Kovac,jonas.kovac@fairbank.example,+1 555 0184,RevOps Manager,"Fairbank Group",
Idris,Adeyemi,idris.adeyemi@halcyon.example,,,"Halcyon Freight",https://linkedin.com/in/idris-adeyemi-787
Amara,Castellano,amara.castellano@northwind.example,,,"Northwind Trading",
Maya,Sorensen,maya.sorensen@halcyon.example,,Customer Success Lead,"Halcyon Freight",
Talia,Tanaka,talia.tanaka@blue.example,,VP Marketing,"Blue Harbor Labs",https://linkedin.com/in/talia-tanaka-790
Noah,Feld,noah.feld@fairbank.example,,VP Marketing,"Fairbank Group",https://linkedin.com/in/noah-feld-791
Rania,Rossi,rania.rossi@blue.example,,Head of Sales,"Blue Harbor Labs",
Amara,Bergman,amara.bergman@pine.example,,,"Pine & Rowe",https://linkedin.com/in/amara-bergman-793
Bruno,Ferreira,bruno.ferreira@ridgeline.example,+1 555 0164,Head of Sales,"Ridgeline Software",
Sven,Nowak,sven.nowak@cobalt.example,,Partnerships Manager,"Cobalt Health",https://linkedin.com/in/sven-nowak-795
Jamal,Vance,,,Customer Success Lead,"Merrow Analytics",
Ava,Feld,ava.feld@northwind.example,,Head of Sales,"Northwind Trading",
Sven,Haddad,sven.haddad@merrow.example,,Director of Demand Gen,"Merrow Analytics",
Kian,Lambert,kian.lambert@merrow.example,,SDR,"Merrow Analytics",
Elsa,Kovac,elsa.kovac@northwind.example,+1 555 0178,Founder,"Northwind Trading",https://linkedin.com/in/elsa-kovac-800
Zoe,Marchetti,zoe.marchetti@pine.example,,Partnerships Manager,"Pine & Rowe",
Talia,Osei,talia.osei@pine.example,+1 555 0122,Director of Demand Gen,"Pine & Rowe",
Priya,Osei,priya.osei@ridgeline.example,,Founder,"Ridgeline Software",https://linkedin.com/in/priya-osei-803
Amara,Marchetti,,+1 555 0112,,"Ridgeline Software",
Diego,Osei,,,,"Acme, Inc",
Talia,Whitfield,talia.whitfield@pine.example,,Customer Success Lead,"Pine & Rowe",
Ethan,Duarte,ethan.duarte@northwind.example,+1 555 0194,,"Northwind Trading",https://linkedin.com/in/ethan-duarte-807
Elif,Kovac,elif.kovac@blue.example,,,"Blue Harbor Labs",
Elsa,Feld,elsa.feld@merrow.example,,Customer Success Lead,"Merrow Analytics",https://linkedin.com/in/elsa-feld-809
Rania,Ellis,rania.ellis@cobalt.example,,,"Cobalt Health",
Ethan,Novak,ethan.novak@fairbank.example,,VP Marketing,"Fairbank Group",
Priya,Ibrahim,priya.ibrahim@merrow.example,,,"Merrow Analytics",https://linkedin.com/in/priya-ibrahim-812
Clara,Feld,,,,"Fairbank Group",https://linkedin.com/in/clara-feld-813
Talia,Lindqvist,talia.lindqvist@northwind.example,,Director of Demand Gen,"Northwind Trading",https://linkedin.com/in/talia-lindqvist-814
Noah,Nyberg,noah.nyberg@vertex.example,,,"Vertex Retail",
Theo,Vance,theo.vance@merrow.example,,,"Merrow Analytics",https://linkedin.com/in/theo-vance-816
Liam,Silva,liam.silva@pine.example,,RevOps Manager,"Pine & Rowe",
Marc,Bianchi,marc.bianchi@acme.example,+1 555 0152,,"Acme, Inc",https://linkedin.com/in/marc-bianchi-818
Mateo,Rossi,,+1 555 0108,Account Executive,"Merrow Analytics",https://linkedin.com/in/mateo-rossi-819
Mateo,Lambert,mateo.lambert@halcyon.example,+1 555 0114,Head of Sales,"Halcyon Freight",https://linkedin.com/in/mateo-lambert-820
Ruben,Reyes,ruben.reyes@halcyon.example,+1 555 0108,VP Marketing,"Halcyon Freight",https://linkedin.com/in/ruben-reyes-821
Sven,Whitfield,sven.whitfield@cobalt.example,,Partnerships Manager,"Cobalt Health",https://linkedin.com/in/sven-whitfield-822
Ruben,Ferreira,ruben.ferreira@halcyon.example,+1 555 0130,,"Halcyon Freight",
Diego,Ellis,diego.ellis@cobalt.example,+1 555 0154,Customer Success Lead,"Cobalt Health",https://linkedin.com/in/diego-ellis-824
Marc,Adeyemi,marc.adeyemi@cobalt.example,,Customer Success Lead,"Cobalt Health",
Omar,Whitfield,omar.whitfield@merrow.example,,,"Merrow Analytics",
Ava,Sandoval,,,Customer Success Lead,"Fairbank Group",
Lena,Rossi,,,,"Pine & Rowe",https://linkedin.com/in/lena-rossi-828
Zoe,Vance,zoe.vance@fairbank.example,,,"Fairbank Group",
Elsa,Rossi,elsa.rossi@cobalt.example,,VP Marketing,"Cobalt Health",
Ava,Bennett,ava.bennett@northwind.example,,Head of Sales,"Northwind Trading",
Ava,Bennett,ava.bennett@northwind.example,+1 555 0142,Head of Sales,"Northwind Trading",
Omar,Silva,,,Founder,"Pine & Rowe",
Omar,Silva,,+1 555 0177,Founder,"Pine & Rowe",
